VFB_ID	external_IDs	cell_types
VFB_00100611	['2891695']	['larval abdominal 9 TePn04 neuron', 'larval TePn04 neuron', 'neuron']
VFB_00100612	['3034133']	['larval abdominal 1 Basin-1 neuron', 'larval Basin-1 neuron', 'neuron']
VFB_00100613	['3040481']	['larval Basin-4 neuron', 'larval abdominal 1 Basin-4 neuron', 'neuron']
VFB_00100614	['3041612']	['neuron', 'larval Basin-2 neuron', 'larval abdominal 1 Basin-2 neuron']
VFB_001001zk	['19352379']	['embryonic/larval neuron', 'neuron']
VFB_001001zl	['19352392']	['embryonic/larval neuron', 'neuron']
VFB_001001zm	['19352399']	['neuron', 'embryonic/larval neuron']
VFB_001001zn	['19352403']	['embryonic/larval neuron', 'neuron']
VFB_001001zg	['18853138']	['embryonic/larval neuron', 'neuron']
VFB_001001zh	['18925103']	['neuron', 'embryonic/larval neuron']
VFB_001001zi	['19139824']	['embryonic/larval neuron', 'neuron']
VFB_001001zj	['19193066']	['embryonic/larval neuron', 'neuron']
VFB_001001zs	['19361208']	['neuron', 'embryonic/larval neuron']
VFB_001001zt	['19361212']	['neuron', 'embryonic/larval neuron']
VFB_001001zu	['19362116']	['neuron', 'embryonic/larval neuron']
VFB_001001zv	['19375019']	['embryonic/larval neuron', 'neuron']
VFB_001001zo	['19352411']	['neuron', 'embryonic/larval neuron']
VFB_001001zp	['19357994']	['neuron', 'embryonic/larval neuron']
VFB_001001zq	['19359257']	['neuron', 'embryonic/larval neuron']
VFB_001001zr	['19359287']	['embryonic/larval neuron', 'neuron']
VFB_001001zw	['19375103']	['neuron', 'embryonic/larval neuron']
VFB_001001zx	['19375118']	['neuron', 'embryonic/larval neuron']
VFB_001001zy	['19375183']	['embryonic/larval neuron', 'neuron']
VFB_001001zz	['19375188']	['neuron', 'embryonic/larval neuron']
VFB_001001xi	['17729141']	['neuron', 'embryonic/larval neuron']
VFB_001001xj	['17729146']	['embryonic/larval neuron', 'neuron']
VFB_001001xk	['17729151']	['neuron', 'embryonic/larval neuron']
VFB_001001xl	['17729156']	['embryonic/larval neuron', 'neuron']
VFB_001001xe	['17729116']	['embryonic/larval neuron', 'neuron']
VFB_001001xf	['17729126']	['embryonic/larval neuron', 'neuron']
VFB_001001xg	['17729131']	['neuron', 'embryonic/larval neuron']
VFB_001001xh	['17729136']	['embryonic/larval neuron', 'neuron']
VFB_001001xq	['17729216']	['neuron', 'embryonic/larval neuron']
VFB_001001z3	['17733172']	['embryonic/larval neuron', 'neuron']
VFB_001001xr	['17729223']	['neuron', 'embryonic/larval neuron']
VFB_001001z4	['17733182']	['embryonic/larval neuron', 'neuron']
VFB_001001xs	['17729228']	['neuron', 'embryonic/larval neuron']
VFB_001001z5	['17733190']	['neuron', 'embryonic/larval neuron']
VFB_001001xt	['17729233']	['neuron', 'embryonic/larval neuron']
VFB_001001z6	['17733478']	['embryonic/larval neuron', 'neuron']
VFB_001001xm	['17729178']	['neuron', 'embryonic/larval neuron']
VFB_001001xn	['17729190']	['embryonic/larval neuron', 'neuron']
VFB_001001z0	['17733134']	['embryonic/larval neuron', 'neuron']
VFB_001001xo	['17729206']	['neuron', 'embryonic/larval neuron']
VFB_001001z1	['17733148']	['neuron', 'embryonic/larval neuron']
VFB_001001xp	['17729211']	['neuron', 'embryonic/larval neuron']
VFB_001001z2	['17733164']	['neuron', 'embryonic/larval neuron']
VFB_001001xy	['17729316']	['embryonic/larval neuron', 'neuron']
VFB_001001xz	['17729341']	['neuron', 'embryonic/larval neuron']
VFB_001001xu	['17729239']	['embryonic/larval neuron', 'neuron']
VFB_001001z7	['17733517']	['neuron', 'embryonic/larval neuron']
VFB_001001xv	['17729244']	['neuron', 'embryonic/larval neuron']
VFB_001001z8	['17733525']	['neuron', 'embryonic/larval neuron']
VFB_001001xw	['17729249']	['embryonic/larval neuron', 'neuron']
VFB_001001z9	['17736450']	['neuron', 'embryonic/larval neuron']
VFB_001001xx	['17729311']	['neuron', 'embryonic/larval neuron']
VFB_001001yb	['17730092']	['embryonic/larval neuron', 'neuron']
VFB_001001yc	['17730108']	['embryonic/larval neuron', 'neuron']
VFB_001001yd	['17730115']	['neuron', 'embryonic/larval neuron']
VFB_001001ye	['17730121']	['neuron', 'embryonic/larval neuron']
VFB_001001ya	['17729822']	['embryonic/larval neuron', 'neuron']
VFB_001001yj	['17731961']	['embryonic/larval neuron', 'neuron']
VFB_001001yk	['17731977']	['embryonic/larval neuron', 'neuron']
VFB_001001yl	['17731982']	['neuron', 'embryonic/larval neuron']
VFB_001001ym	['17732203']	['neuron', 'embryonic/larval neuron']
VFB_001001yf	['17730159']	['embryonic/larval neuron', 'neuron']
VFB_001001yg	['17731941']	['embryonic/larval neuron', 'neuron']
VFB_001001yh	['17731951']	['embryonic/larval neuron', 'neuron']
VFB_001001yi	['17731956']	['embryonic/larval neuron', 'neuron']
VFB_001001yr	['17732486']	['neuron', 'embryonic/larval neuron']
VFB_001001ys	['17732589']	['neuron', 'embryonic/larval neuron']
VFB_001001yt	['17732661']	['neuron', 'embryonic/larval neuron']
VFB_001001yu	['17732858']	['neuron', 'embryonic/larval neuron']
VFB_001001yn	['17732214']	['neuron', 'embryonic/larval neuron']
VFB_001001yo	['17732223']	['neuron', 'embryonic/larval neuron']
VFB_001001yp	['17732231']	['neuron', 'embryonic/larval neuron']
VFB_001001yq	['17732251']	['neuron', 'embryonic/larval neuron']
VFB_001001yz	['17733126']	['neuron', 'embryonic/larval neuron']
VFB_001001yv	['17732864']	['neuron', 'embryonic/larval neuron']
VFB_001001yw	['17732880']	['neuron', 'embryonic/larval neuron']
VFB_001001yx	['17732900']	['neuron', 'embryonic/larval neuron']
VFB_001001yy	['17732966']	['neuron', 'embryonic/larval neuron']
VFB_001001zc	['17882830']	['embryonic/larval neuron', 'neuron']
VFB_001001zd	['18059683']	['neuron', 'embryonic/larval neuron']
VFB_001001ze	['18059690']	['neuron', 'embryonic/larval neuron']
VFB_001001zf	['18134183']	['neuron', 'embryonic/larval neuron']
VFB_001001za	['17744059']	['embryonic/larval neuron', 'neuron']
VFB_001001zb	['17777052']	['neuron', 'embryonic/larval neuron']
VFB_001001vg	['17562098']	['embryonic/larval neuron', 'neuron']
VFB_001001vh	['17562172']	['embryonic/larval neuron', 'neuron']
VFB_001001vi	['17583465']	['neuron', 'embryonic/larval neuron']
VFB_001001vj	['17588631']	['embryonic/larval neuron', 'neuron']
VFB_001001vc	['17560904']	['neuron', 'embryonic/larval neuron']
VFB_001001vd	['17562001']	['neuron', 'embryonic/larval neuron']
VFB_001001ve	['17562037']	['neuron', 'embryonic/larval neuron']
VFB_001001vf	['17562074']	['embryonic/larval neuron', 'neuron']
VFB_001001vo	['17634407']	['embryonic/larval neuron', 'neuron']
VFB_001001x1	['17728944']	['neuron', 'embryonic/larval neuron']
VFB_001001vp	['17634436']	['embryonic/larval neuron', 'neuron']
VFB_001001x2	['17728950']	['embryonic/larval neuron', 'neuron']
VFB_001001vq	['17653988']	['embryonic/larval neuron', 'neuron']
VFB_001001x3	['17728954']	['neuron', 'embryonic/larval neuron']
VFB_001001vr	['17654911']	['neuron', 'embryonic/larval neuron']
VFB_001001x4	['17728982']	['small undifferentiated primary neuron', 'neuron']
VFB_001001vk	['17629147']	['embryonic/larval neuron', 'neuron']
VFB_001001vl	['17629156']	['neuron', 'embryonic/larval neuron']
VFB_001001vm	['17629170']	['embryonic/larval neuron', 'neuron']
VFB_001001vn	['17634397']	['neuron', 'embryonic/larval neuron']
VFB_001001x0	['17728939']	['neuron', 'embryonic/larval neuron']
VFB_001001vw	['17658847']	['neuron', 'embryonic/larval neuron']
VFB_001001x9	['17729056']	['neuron', 'embryonic/larval neuron']
VFB_001001vx	['17679315']	['neuron', 'embryonic/larval neuron']
VFB_001001vy	['17728546']	['embryonic/larval neuron', 'neuron']
VFB_001001vz	['17728556']	['embryonic/larval neuron', 'neuron']
VFB_001001vs	['17654921']	['neuron', 'embryonic/larval neuron']
VFB_001001x5	['17728986']	['embryonic/larval neuron', 'neuron']
VFB_001001vt	['17654936']	['embryonic/larval neuron', 'neuron']
VFB_001001x6	['17728991']	['embryonic/larval neuron', 'neuron']
VFB_001001vu	['17658634']	['neuron', 'embryonic/larval neuron']
VFB_001001x7	['17728998']	['neuron', 'embryonic/larval neuron']
VFB_001001vv	['17658643']	['embryonic/larval neuron', 'neuron']
VFB_001001x8	['17729005']	['embryonic/larval neuron', 'neuron']
VFB_001001wa	['17728662']	['neuron', 'embryonic/larval neuron']
VFB_001001wb	['17728667']	['embryonic/larval neuron', 'neuron']
VFB_001001wc	['17728672']	['embryonic/larval neuron', 'neuron']
VFB_001001wh	['17728718']	['embryonic/larval neuron', 'neuron']
VFB_001001wi	['17728737']	['neuron', 'embryonic/larval neuron']
VFB_001001wj	['17728747']	['embryonic/larval neuron', 'neuron']
VFB_001001wk	['17728756']	['neuron', 'embryonic/larval neuron']
VFB_001001wd	['17728677']	['neuron', 'embryonic/larval neuron']
VFB_001001we	['17728682']	['embryonic/larval neuron', 'neuron']
VFB_001001wf	['17728690']	['neuron', 'embryonic/larval neuron']
VFB_001001wg	['17728707']	['neuron', 'embryonic/larval neuron']
VFB_001001wp	['17728793']	['neuron', 'embryonic/larval neuron']
VFB_001001y2	['17729381']	['neuron', 'embryonic/larval neuron']
VFB_001001wq	['17728798']	['neuron', 'embryonic/larval neuron']
VFB_001001y3	['17729387']	['neuron', 'embryonic/larval neuron']
VFB_001001wr	['17728803']	['embryonic/larval neuron', 'neuron']
VFB_001001y4	['17729394']	['neuron', 'embryonic/larval neuron']
VFB_001001ws	['17728809']	['embryonic/larval neuron', 'neuron']
VFB_001001y5	['17729431']	['embryonic/larval neuron', 'neuron']
VFB_001001wl	['17728761']	['neuron', 'embryonic/larval neuron']
VFB_001001wm	['17728766']	['neuron', 'embryonic/larval neuron']
VFB_001001wn	['17728771']	['neuron', 'embryonic/larval neuron']
VFB_001001y0	['17729357']	['embryonic/larval neuron', 'neuron']
VFB_001001wo	['17728776']	['neuron', 'embryonic/larval neuron']
VFB_001001y1	['17729370']	['embryonic/larval neuron', 'neuron']
VFB_001001wx	['17728907']	['neuron', 'embryonic/larval neuron']
VFB_001001wy	['17728927']	['embryonic/larval neuron', 'neuron']
VFB_001001wz	['17728933']	['neuron', 'embryonic/larval neuron']
VFB_001001wt	['17728852']	['neuron', 'embryonic/larval neuron']
VFB_001001y6	['17729436']	['embryonic/larval neuron', 'neuron']
VFB_001001wu	['17728857']	['embryonic/larval neuron', 'neuron']
VFB_001001y7	['17729441']	['embryonic/larval neuron', 'neuron']
VFB_001001wv	['17728879']	['neuron', 'embryonic/larval neuron']
VFB_001001y8	['17729458']	['embryonic/larval neuron', 'neuron']
VFB_001001ww	['17728902']	['embryonic/larval neuron', 'neuron']
VFB_001001y9	['17729814']	['neuron', 'embryonic/larval neuron']
VFB_001001xa	['17729062']	['embryonic/larval neuron', 'neuron']
VFB_001001xb	['17729073']	['embryonic/larval neuron', 'neuron']
VFB_001001xc	['17729078']	['embryonic/larval neuron', 'neuron']
VFB_001001xd	['17729105']	['embryonic/larval neuron', 'neuron']
VFB_001001te	['17371530']	['embryonic/larval neuron', 'neuron']
VFB_001001tf	['17371651']	['embryonic/larval neuron', 'neuron']
VFB_001001tg	['17371662']	['neuron', 'embryonic/larval neuron']
VFB_001001th	['17372181']	['embryonic/larval neuron', 'neuron']
VFB_001001ta	['17371213']	['neuron', 'embryonic/larval neuron']
VFB_001001tb	['17371245']	['neuron', 'embryonic/larval neuron']
VFB_001001tc	['17371295']	['embryonic/larval neuron', 'neuron']
VFB_001001td	['17371351']	['neuron', 'embryonic/larval neuron']
VFB_001001tm	['17376845']	['embryonic/larval neuron', 'neuron']
VFB_001001tn	['17376857']	['embryonic/larval neuron', 'neuron']
VFB_001001v0	['17545806']	['embryonic/larval neuron', 'neuron']
VFB_00100380	['10056280']	['Kenyon cell', 'neuron']
VFB_001001to	['17377722']	['embryonic/larval neuron', 'neuron']
VFB_001001v1	['17545868']	['neuron', 'embryonic/larval neuron']
VFB_00100381	['10160250']	['neuron']
VFB_001001tp	['17377891']	['neuron', 'embryonic/larval neuron']
VFB_001001v2	['17545878']	['embryonic/larval neuron', 'neuron']
VFB_00100382	['10163418']	['larval mushroom body output neuron a1', 'neuron']
VFB_001001ti	['17372894']	['neuron', 'embryonic/larval neuron']
VFB_001001tj	['17376806']	['embryonic/larval neuron', 'neuron']
VFB_001001tk	['17376829']	['embryonic/larval neuron', 'neuron']
VFB_001001tl	['17376835']	['embryonic/larval neuron', 'neuron']
VFB_001001tu	['17379121']	['embryonic/larval neuron', 'neuron']
VFB_001001v7	['17557183']	['embryonic/larval neuron', 'neuron']
VFB_00100387	['10455234']	['immature Kenyon cell', 'neuron']
VFB_001001tv	['17379283']	['embryonic/larval neuron', 'neuron']
VFB_001001v8	['17557234']	['embryonic/larval neuron', 'neuron']
VFB_00100388	['10673895']	['neuron', 'larval mushroom body dopaminergic neuron g1']
VFB_001001tw	['17380013']	['embryonic/larval neuron', 'neuron']
VFB_001001v9	['17560205']	['neuron', 'embryonic/larval neuron']
VFB_00100389	['11017761']	['larval mushroom body output neuron p1', 'neuron']
VFB_001001tx	['17380192']	['neuron', 'embryonic/larval neuron']
VFB_001001tq	['17378469']	['embryonic/larval neuron', 'neuron']
VFB_001001v3	['17545905']	['neuron', 'embryonic/larval neuron']
VFB_00100383	['10169396']	['Kenyon cell', 'neuron']
VFB_001001tr	['17378530']	['embryonic/larval neuron', 'neuron']
VFB_001001v4	['17546995']	['neuron', 'embryonic/larval neuron']
VFB_00100384	['10246566']	['neuron', 'immature Kenyon cell']
VFB_001001ts	['17378636']	['embryonic/larval neuron', 'neuron']
VFB_001001v5	['17547011']	['neuron', 'embryonic/larval neuron']
VFB_00100385	['10259967']	['Kenyon cell', 'neuron']
VFB_001001tt	['17378746']	['embryonic/larval neuron', 'neuron']
VFB_001001v6	['17555058']	['embryonic/larval neuron', 'neuron']
VFB_00100386	['10450307']	['neuron', 'immature Kenyon cell']
VFB_001001ua	['17472091']	['embryonic/larval neuron', 'neuron']
VFB_001001ty	['17380214']	['neuron', 'embryonic/larval neuron']
VFB_001001tz	['17380245']	['neuron', 'embryonic/larval neuron']
VFB_001001uf	['17519416']	['embryonic/larval neuron', 'neuron']
VFB_001001ug	['17519537']	['embryonic/larval neuron', 'neuron']
VFB_001001uh	['17523403']	['embryonic/larval neuron', 'neuron']
VFB_001001ui	['17544220']	['embryonic/larval neuron', 'neuron']
VFB_001001ub	['17472365']	['neuron', 'embryonic/larval neuron']
VFB_001001uc	['17475177']	['embryonic/larval neuron', 'neuron']
VFB_001001ud	['17486011']	['embryonic/larval neuron', 'neuron']
VFB_001001ue	['17519292']	['neuron', 'embryonic/larval neuron']
VFB_001001un	['17545164']	['neuron', 'embryonic/larval neuron']
VFB_001001w0	['17728561']	['embryonic/larval neuron', 'neuron']
VFB_00100390	['11067379']	['neuron']
VFB_001001uo	['17545179']	['embryonic/larval neuron', 'neuron']
VFB_001001w1	['17728566']	['embryonic/larval neuron', 'neuron']
VFB_00100391	['11333054']	['neuron']
VFB_001001up	['17545195']	['neuron', 'embryonic/larval neuron']
VFB_001001w2	['17728581']	['neuron', 'embryonic/larval neuron']
VFB_00100392	['11524047']	['neuron', 'larval mushroom body output neuron g2']
VFB_001001uq	['17545203']	['neuron', 'embryonic/larval neuron']
VFB_001001w3	['17728586']	['neuron', 'embryonic/larval neuron']
VFB_00100393	['11525714']	['larval maxillary VPM neuron', 'neuron']
VFB_001001uj	['17544238']	['embryonic/larval neuron', 'neuron']
VFB_001001uk	['17544280']	['neuron', 'embryonic/larval neuron']
VFB_001001ul	['17544312']	['embryonic/larval neuron', 'neuron']
VFB_001001um	['17544330']	['neuron', 'embryonic/larval neuron']
VFB_001001uv	['17545744']	['neuron', 'embryonic/larval neuron']
VFB_001001w8	['17728647']	['embryonic/larval neuron', 'neuron']
VFB_00100398	['11785627']	['Kenyon cell', 'neuron']
VFB_001001uw	['17545755']	['neuron', 'embryonic/larval neuron']
VFB_001001w9	['17728657']	['neuron', 'embryonic/larval neuron']
VFB_00100399	['11813287']	['Kenyon cell', 'neuron']
VFB_001001ux	['17545766']	['embryonic/larval neuron', 'neuron']
VFB_001001uy	['17545782']	['embryonic/larval neuron', 'neuron']
VFB_001001ur	['17545221']	['embryonic/larval neuron', 'neuron']
VFB_001001w4	['17728622']	['embryonic/larval neuron', 'neuron']
VFB_00100394	['11691603']	['Kenyon cell', 'neuron']
VFB_001001us	['17545234']	['neuron', 'embryonic/larval neuron']
VFB_001001w5	['17728627']	['embryonic/larval neuron', 'neuron']
VFB_00100395	['11691640']	['Kenyon cell', 'neuron']
VFB_001001ut	['17545271']	['embryonic/larval neuron', 'neuron']
VFB_001001w6	['17728637']	['embryonic/larval neuron', 'neuron']
VFB_00100396	['11725127']	['neuron', 'Kenyon cell']
VFB_001001uu	['17545296']	['embryonic/larval neuron', 'neuron']
VFB_001001w7	['17728642']	['neuron', 'embryonic/larval neuron']
VFB_00100397	['11725803']	['neuron', 'Kenyon cell']
VFB_001001va	['17560221']	['neuron', 'embryonic/larval neuron']
VFB_001001vb	['17560864']	['embryonic/larval neuron', 'neuron']
VFB_001001uz	['17545795']	['neuron', 'embryonic/larval neuron']
VFB_001001rc	['15130939']	['neuron', 'embryonic/larval neuron']
VFB_001001rd	['15131659']	['embryonic/larval neuron', 'neuron']
VFB_001001re	['15139341']	['neuron', 'embryonic/larval neuron']
VFB_001001rf	['15139746']	['neuron', 'embryonic/larval neuron']
VFB_001001ra	['15079785']	['embryonic/larval neuron', 'neuron']
VFB_001001rb	['15119833']	['neuron', 'embryonic/larval neuron']
VFB_001001rk	['15387603']	['neuron', 'embryonic/larval neuron']
VFB_001001rl	['15541956']	['neuron', 'embryonic/larval neuron']
VFB_001001rm	['15582537']	['neuron', 'embryonic/larval neuron']
VFB_001001rn	['15583282']	['neuron', 'embryonic/larval neuron']
VFB_001001t0	['17352476']	['embryonic/larval neuron', 'neuron']
VFB_00100360	['3565102']	['neuron', 'immature Kenyon cell']
VFB_001001rg	['15140015']	['neuron', 'embryonic/larval neuron']
VFB_001001rh	['15140301']	['neuron', 'embryonic/larval neuron']
VFB_001001ri	['15152956']	['neuron', 'embryonic/larval neuron']
VFB_001001rj	['15153709']	['neuron', 'embryonic/larval neuron']
VFB_001001rs	['15825924']	['embryonic/larval neuron', 'neuron']
VFB_001001t5	['17356020']	['embryonic/larval neuron', 'neuron']
VFB_00100365	['9730873']	['neuron', 'Kenyon cell']
VFB_001001rt	['15867651']	['embryonic/larval neuron', 'neuron']
VFB_001001t6	['17360026']	['neuron', 'embryonic/larval neuron']
VFB_00100366	['9741463']	['immature Kenyon cell', 'neuron']
VFB_001001ru	['15868439']	['neuron', 'embryonic/larval neuron']
VFB_001001t7	['17361570']	['embryonic/larval neuron', 'neuron']
VFB_00100367	['9747418']	['neuron']
VFB_001001rv	['16014372']	['neuron', 'embryonic/larval neuron']
VFB_001001t8	['17370898']	['embryonic/larval neuron', 'neuron']
VFB_00100368	['9747710']	['larval thermosensory projection neuron', 'neuron']
VFB_001001ro	['15674294']	['neuron', 'embryonic/larval neuron']
VFB_001001t1	['17354423']	['neuron', 'embryonic/larval neuron']
VFB_00100361	['4401350']	['neuron', 'larval mushroom body output neuron g1']
VFB_001001rp	['15732515']	['neuron', 'embryonic/larval neuron']
VFB_001001t2	['17355495']	['embryonic/larval neuron', 'neuron']
