filename	label	is_a	part_of	overlaps	comment	dbxrefs
607698	neuron 101443 (T1LEG:607698)	prothoracic tibial bristle sensory neuron	female organism	prothoracic leg	"sensory neuron, tibial bristle"	catmaid_leg40:607698
607710	neuron 95300 (T1LEG:607710)	mechanosensory neuron of prothoracic femoral chordotonal organ	female organism	prothoracic leg	"sensory neuron, innervates scolopidium 103291, femoral chordotonal neuron, attaches to proximal branch of FeCO medial tendon"	catmaid_leg40:607710
607726	scolopidium 103491 (T1LEG:607726)	femoral chordotonal organ scolopidium	female organism|prothoracic leg		"dually-innervated scolopidium, femoral scolopidium, attaches to FeCO lateral tendon"	catmaid_leg40:607726
607739	neuron 83015 (T1LEG:607739)	prothoracic femoral bristle sensory neuron	female organism	prothoracic leg	"femoral bristle, sensory neuron"	catmaid_leg40:607739
607751	scolopidium 103496 (T1LEG:607751)	femoral chordotonal organ scolopidium	female organism|prothoracic leg		"dually-innervated scolopidium, femoral scolopidium, attaches to FeCO lateral tendon"	catmaid_leg40:607751
607764	neuron 101449 (T1LEG:607764)	prothoracic tibial bristle sensory neuron	female organism	prothoracic leg	"tibial bristle, sensory neuron, leaves volume"	catmaid_leg40:607764
607777	neuron 95306 (T1LEG:607777)	mechanosensory neuron of prothoracic femoral chordotonal organ	female organism	prothoracic leg	"sensory neuron, innervates scolopidium 103296, femoral chordotonal neuron, attaches to proximal branch of FeCO medial tendon"	catmaid_leg40:607777
607792	scolopidium 103501 (T1LEG:607792)	femoral chordotonal organ scolopidium	female organism|prothoracic leg		"dually-innervated scolopidium, femoral scolopidium, attaches to FeCO lateral tendon"	catmaid_leg40:607792
607805	neuron 83023 (T1LEG:607805)	prothoracic femoral bristle sensory neuron	female organism	prothoracic leg	"femoral bristle, sensory neuron"	catmaid_leg40:607805
607817	neuron 101456 (T1LEG:607817)	prothoracic tibial bristle sensory neuron	female organism	prothoracic leg	"tibial bristle, sensory neuron, leaves volume"	catmaid_leg40:607817
607830	scolopidium 103506 (T1LEG:607830)	femoral chordotonal organ scolopidium	female organism|prothoracic leg		"dually-innervated scolopidium, femoral scolopidium, attaches to FeCO lateral tendon"	catmaid_leg40:607830
607843	neuron 95318 (T1LEG:607843)	mechanosensory neuron of prothoracic femoral chordotonal organ	female organism	prothoracic leg	"sensory neuron, innervates scolopidium 103337, femoral chordotonal neuron, attaches to proximal branch of FeCO medial tendon"	catmaid_leg40:607843
607859	neuron 83031 (T1LEG:607859)	prothoracic femoral bristle sensory neuron	female organism	prothoracic leg	"femoral bristle, sensory neuron"	catmaid_leg40:607859
607871	neuron 101463 (T1LEG:607871)	prothoracic tibial bristle sensory neuron	female organism	prothoracic leg	"tibial bristle, sensory neuron"	catmaid_leg40:607871
607883	scolopidium 103511 (T1LEG:607883)	femoral chordotonal organ scolopidium	female organism|prothoracic leg		"dually-innervated scolopidium, femoral scolopidium, attaches to FeCO lateral tendon"	catmaid_leg40:607883
607896	neuron 95324 (T1LEG:607896)	mechanosensory neuron of prothoracic femoral chordotonal organ	female organism	prothoracic leg	"sensory neuron, innervates scolopidium 103327, femoral chordotonal neuron, attaches to proximal branch of FeCO medial tendon"	catmaid_leg40:607896
607911	scolopidium 103516 (T1LEG:607911)	femoral chordotonal organ scolopidium	female organism|prothoracic leg		"dually-innervated scolopidium, femoral scolopidium, attaches to FeCO lateral tendon"	catmaid_leg40:607911
607924	neuron 83039 (T1LEG:607924)	prothoracic femoral bristle sensory neuron	female organism	prothoracic leg	"femoral bristle, sensory neuron"	catmaid_leg40:607924
607936	neuron 101471 (T1LEG:607936)	prothoracic tibial bristle sensory neuron	female organism	prothoracic leg	"tibial bristle, sensory neuron"	catmaid_leg40:607936
607948	neuron 95330 (T1LEG:607948)	mechanosensory neuron of prothoracic femoral chordotonal organ	female organism	prothoracic leg	"sensory neuron, innervates scolopidium 103264, femoral chordotonal neuron, attaches to proximal branch of FeCO medial tendon"	catmaid_leg40:607948
607963	neuron 83046 (T1LEG:607963)	prothoracic femoral bristle sensory neuron	female organism	prothoracic leg	"femoral bristle, sensory neuron"	catmaid_leg40:607963
607975	neuron 95336 (T1LEG:607975)	mechanosensory neuron of prothoracic femoral chordotonal organ	female organism	prothoracic leg	"sensory neuron, innervates scolopidium 103250, femoral chordotonal neuron, attaches to proximal branch of FeCO medial tendon"	catmaid_leg40:607975
607990	neuron 101482 (T1LEG:607990)	prothoracic tibial bristle sensory neuron	female organism	prothoracic leg	"tibial bristle, sensory neuron"	catmaid_leg40:607990
608002	neuron 83053 (T1LEG:608002)	prothoracic femoral bristle sensory neuron	female organism	prothoracic leg	"femoral bristle, sensory neuron"	catmaid_leg40:608002
608014	neuron 95342 (T1LEG:608014)	mechanosensory neuron of prothoracic femoral chordotonal organ	female organism	prothoracic leg	"sensory neuron, innervates scolopidium 103311, femoral chordotonal neuron, attaches to proximal branch of FeCO medial tendon"	catmaid_leg40:608014
608029	neuron 101489 (T1LEG:608029)	prothoracic tibial bristle sensory neuron	female organism	prothoracic leg	"tibial bristle, sensory neuron, leaves volume"	catmaid_leg40:608029
608042	neuron 95348 (T1LEG:608042)	mechanosensory neuron of prothoracic femoral chordotonal organ	female organism	prothoracic leg	"sensory neuron, innervates scolopidium 103276, femoral chordotonal neuron, attaches to proximal branch of FeCO medial tendon"	catmaid_leg40:608042
608057	neuron 83061 (T1LEG:608057)	prothoracic femoral bristle sensory neuron	female organism	prothoracic leg	"femoral bristle, sensory neuron"	catmaid_leg40:608057
608069	neuron 101496 (T1LEG:608069)	prothoracic tibial bristle sensory neuron	female organism	prothoracic leg	"tibial bristle, sensory neuron"	catmaid_leg40:608069
608081	neuron 95354 (T1LEG:608081)	mechanosensory neuron of prothoracic femoral chordotonal organ	female organism	prothoracic leg	"sensory neuron, innervates scolopidium 103270, femoral chordotonal neuron, attaches to proximal branch of FeCO medial tendon"	catmaid_leg40:608081
608096	neuron 81021 (T1LEG:608096)	mechanosensory neuron of prothoracic femoral chordotonal organ	female organism	prothoracic leg	"sensory neuron, innervates scolopidium 120598, neuron 103223, femoral chordotonal neuron, attaches to distal branch of FeCO medial tendon"	catmaid_leg40:608096
608114	neuron 83069 (T1LEG:608114)	prothoracic femoral bristle sensory neuron	female organism	prothoracic leg	"femoral bristle, sensory neuron"	catmaid_leg40:608114
608126	neuron 101503 (T1LEG:608126)	prothoracic tibial bristle sensory neuron	female organism	prothoracic leg	"sensory neuron, tibial bristle"	catmaid_leg40:608126
608138	neuron 95360 (T1LEG:608138)	mechanosensory neuron of prothoracic femoral chordotonal organ	female organism	prothoracic leg	"sensory neuron, innervates scolopidium 103337, femoral chordotonal neuron, attaches to proximal branch of FeCO medial tendon"	catmaid_leg40:608138
608153	neuron 81028 (T1LEG:608153)	mechanosensory neuron of prothoracic femoral chordotonal organ	female organism	prothoracic leg	"sensory neuron, innervates scolopidium 120611, neuron 103218, femoral chordotonal neuron, attaches to distal branch of FeCO medial tendon"	catmaid_leg40:608153
608170	neuron 101509 (T1LEG:608170)	prothoracic tibial bristle sensory neuron	female organism	prothoracic leg	"tibial bristle, sensory neuron"	catmaid_leg40:608170
608182	neuron 146568 (T1LEG:608182)	mechanosensory neuron of prothoracic femoral chordotonal organ	female organism	prothoracic leg	"sensory neuron, innervates scolopidium 103486, femoral chordotonal neuron, neuron 104524, attaches to FeCO lateral tendon"	catmaid_leg40:608182
608200	neuron 95369 (T1LEG:608200)	mechanosensory neuron of femoral chordotonal organ	female organism	prothoracic leg	"sensory neuron, innervates scolopidium 103317, femoral chordotonal neuron, attaches to proximal branch of FeCO medial tendon"	catmaid_leg40:608200
608216	neuron 81034 (T1LEG:608216)	mechanosensory neuron of prothoracic femoral chordotonal organ	female organism	prothoracic leg	"sensory neuron, innervates scolopidium 120598, femoral chordotonal neuron, attaches to distal branch of FeCO medial tendon"	catmaid_leg40:608216
608231	neuron 83082 (T1LEG:608231)	prothoracic femoral bristle sensory neuron	female organism	prothoracic leg	"femoral bristle, sensory neuron"	catmaid_leg40:608231
608243	neuron 70796 (T1LEG:608243)	mechanosensory neuron of prothoracic coxal hair plate CoHP8	female organism	prothoracic leg	"thorax-coxa joint, CoHP8, sensory neuron, hair plate, ventral nerve"	catmaid_leg40:608243
608263	neuron 101515 (T1LEG:608263)	prothoracic tibial bristle sensory neuron	female organism	prothoracic leg	"sensory neuron, tibial bristle"	catmaid_leg40:608263
608275	neuron 95375 (T1LEG:608275)	mechanosensory neuron of prothoracic femoral chordotonal organ	female organism	prothoracic leg	"sensory neuron, innervates scolopidium 103306, femoral chordotonal neuron, attaches to distal branch of FeCO medial tendon"	catmaid_leg40:608275
608290	neuron 83088 (T1LEG:608290)	prothoracic femoral bristle sensory neuron	female organism	prothoracic leg	"femoral bristle, leaves volume, sensory neuron"	catmaid_leg40:608290
608303	neuron 101521 (T1LEG:608303)	prothoracic tibial bristle sensory neuron	female organism	prothoracic leg	"tibial bristle, sensory neuron, leaves volume"	catmaid_leg40:608303
608316	neuron 95381 (T1LEG:608316)	mechanosensory neuron of prothoracic femoral chordotonal organ	female organism	prothoracic leg	"sensory neuron, innervates scolopidium 103150, femoral chordotonal neuron, attaches to proximal branch of FeCO medial tendon"	catmaid_leg40:608316
608331	neuron 101530 (T1LEG:608331)	prothoracic tibial bristle sensory neuron	female organism	prothoracic leg	"leaves volume, tibial bristle, sensory neuron"	catmaid_leg40:608331
608344	neuron 146587 (T1LEG:608344)	mechanosensory neuron of prothoracic femoral chordotonal organ	female organism	prothoracic leg	"sensory neuron, innervates scolopidium 103317, femoral chordotonal neuron, attaches to proximal branch of FeCO medial tendon"	catmaid_leg40:608344
608359	neuron 95393 (T1LEG:608359)	mechanosensory neuron of prothoracic femoral chordotonal organ	female organism	prothoracic leg	"sensory neuron, innervates scolopidium 103291, femoral chordotonal neuron, attaches to proximal branch of FeCO medial tendon"	catmaid_leg40:608359
608375	neuron 101539 (T1LEG:608375)	prothoracic tibial bristle sensory neuron	female organism	prothoracic leg	"leaves volume, tibial bristle, sensory neuron"	catmaid_leg40:608375
608388	neuron 101546 (T1LEG:608388)	prothoracic tibial bristle sensory neuron	female organism	prothoracic leg	"tibial bristle, sensory neuron"	catmaid_leg40:608388
608400	neuron 95403 (T1LEG:608400)	mechanosensory neuron of prothoracic femoral chordotonal organ	female organism	prothoracic leg	"sensory neuron, innervates scolopidium 103286, femoral chordotonal neuron, attaches to distal branch of FeCO medial tendon"	catmaid_leg40:608400
608415	neuron 97458 (T1LEG:608415)	prothoracic femoral bristle sensory neuron	female organism	prothoracic leg	"sensory neuron, femoral bristle"	catmaid_leg40:608415
608427	neuron 101555 (T1LEG:608427)	prothoracic tibial bristle sensory neuron	female organism	prothoracic leg	"tibial bristle, sensory neuron"	catmaid_leg40:608427
608439	neuron 83126 (T1LEG:608439)	prothoracic femoral bristle sensory neuron	female organism	prothoracic leg	"femoral bristle, sensory neuron"	catmaid_leg40:608439
608451	neuron 101561 (T1LEG:608451)	prothoracic tibial bristle sensory neuron	female organism	prothoracic leg	"tibial bristle, sensory neuron, leaves volume"	catmaid_leg40:608451
608464	neuron 81082 (T1LEG:608464)	mechanosensory neuron of prothoracic trochanter hair plate TrHP5	female organism	prothoracic leg	"sensory neuron, TrHP5, coxa-trochanter joint, hair plate"	catmaid_leg40:608464
608480	neuron 101569 (T1LEG:608480)	prothoracic tibial bristle sensory neuron	female organism	prothoracic leg	"tibial bristle, leaves volume, sensory neuron"	catmaid_leg40:608480
608493	neuron 83139 (T1LEG:608493)	prothoracic femoral bristle sensory neuron	female organism	prothoracic leg	"femoral bristle, sensory neuron"	catmaid_leg40:608493
608505	neuron 83150 (T1LEG:608505)	prothoracic femoral bristle sensory neuron	female organism	prothoracic leg	"femoral bristle, sensory neuron"	catmaid_leg40:608505
608517	neuron 95438 (T1LEG:608517)	mechanosensory neuron of prothoracic femoral chordotonal organ	female organism	prothoracic leg	"sensory neuron, innervates scolopidium 103343, femoral chordotonal neuron, attaches to FeCO lateral tendon"	catmaid_leg40:608517
608532	neuron 101583 (T1LEG:608532)	prothoracic tibial bristle sensory neuron	female organism	prothoracic leg	"tibial bristle, sensory neuron, leaves volume"	catmaid_leg40:608532
608545	neuron 95445 (T1LEG:608545)	mechanosensory neuron of prothoracic femoral chordotonal organ	female organism	prothoracic leg	"sensory neuron, innervates scolopidium 103372, femoral chordotonal neuron, attaches to FeCO lateral tendon"	catmaid_leg40:608545
608560	neuron 83158 (T1LEG:608560)	prothoracic femoral bristle sensory neuron	female organism	prothoracic leg	"femoral bristle, sensory neuron"	catmaid_leg40:608560
608572	neuron 95451 (T1LEG:608572)	mechanosensory neuron of prothoracic femoral chordotonal organ	female organism	prothoracic leg	"sensory neuron, innervates scolopidium 103382, femoral chordotonal neuron, attaches to FeCO lateral tendon"	catmaid_leg40:608572
608587	neuron 101595 (T1LEG:608587)	prothoracic tibial bristle sensory neuron	female organism	prothoracic leg	"tibial bristle, sensory neuron, leaves volume"	catmaid_leg40:608587
608600	neuron 83165 (T1LEG:608600)	prothoracic femoral bristle sensory neuron	female organism	prothoracic leg	"femoral bristle, sensory neuron"	catmaid_leg40:608600
608612	muscle 93405 (T1LEG:608612)	tibial depressor muscle cell	female organism|prothoracic leg		"femur muscle 5b, tibia flexor muscle fiber, femoral muscle fiber"	catmaid_leg40:608612
608625	neuron 95457 (T1LEG:608625)	mechanosensory neuron of prothoracic femoral chordotonal organ	female organism	prothoracic leg	"sensory neuron, innervates scolopidium 103349, femoral chordotonal neuron, attaches to FeCO lateral tendon"	catmaid_leg40:608625
608640	neuron 101602 (T1LEG:608640)	prothoracic tibial bristle sensory neuron	female organism	prothoracic leg	"tibial bristle, sensory neuron, leaves volume"	catmaid_leg40:608640
608653	neuron 83171 (T1LEG:608653)	prothoracic femoral bristle sensory neuron	female organism	prothoracic leg	"femoral bristle, sensory neuron"	catmaid_leg40:608653
608665	neuron 83177 (T1LEG:608665)	prothoracic femoral bristle sensory neuron	female organism	prothoracic leg	"femoral bristle, sensory neuron"	catmaid_leg40:608665
608677	neuron 101610 (T1LEG:608677)	prothoracic tibial bristle sensory neuron	female organism	prothoracic leg	"tibial bristle, leaves volume, sensory neuron"	catmaid_leg40:608677
608690	neuron 95469 (T1LEG:608690)	mechanosensory neuron of prothoracic femoral chordotonal organ	female organism	prothoracic leg	"sensory neuron, innervates scolopidium 103361, femoral chordotonal neuron, attaches to FeCO lateral tendon"	catmaid_leg40:608690
608705	neuron 83183 (T1LEG:608705)	prothoracic femoral bristle sensory neuron	female organism	prothoracic leg	"femoral bristle, sensory neuron"	catmaid_leg40:608705
608717	neuron 101617 (T1LEG:608717)	prothoracic tibial bristle sensory neuron	female organism	prothoracic leg	"leaves volume, sensory neuron, tibial bristle"	catmaid_leg40:608717
608730	neuron 140531 (T1LEG:608730)	mechanosensory neuron of prothoracic femoral chordotonal organ	female organism	prothoracic leg	"sensory neuron, innervates scolopidium 103501, femoral chordotonal neuron, attaches to FeCO lateral tendon"	catmaid_leg40:608730
608745	neuron 83190 (T1LEG:608745)	prothoracic femoral bristle sensory neuron	female organism	prothoracic leg	"femoral bristle, sensory neuron"	catmaid_leg40:608745
608757	neuron 101624 (T1LEG:608757)	prothoracic tibial bristle sensory neuron	female organism	prothoracic leg	"sensory neuron, tibial bristle, leaves volume"	catmaid_leg40:608757
608770	muscle 93434 (T1LEG:608770)	tibial depressor muscle cell	female organism|prothoracic leg		"femur muscle 5b, tibia flexor muscle fiber, femoral muscle fiber"	catmaid_leg40:608770
608783	neuron 77053 (T1LEG:608783)	mechanosensory neuron of prothoracic trochanter campaniform sensillum Sc-8	female organism	prothoracic leg	"TrCS8, trochanteral campaniform sensillum, sensory neuron"	catmaid_leg40:608783
608804	neuron 101631 (T1LEG:608804)	prothoracic tibial bristle sensory neuron	female organism	prothoracic leg	"sensory neuron, tibial bristle, leaves volume"	catmaid_leg40:608804
608817	neuron 126208 (T1LEG:608817)	mechanosensory neuron of prothoracic femoral chordotonal organ	female organism	prothoracic leg	"sensory neuron, innervates scolopidium 103415, femoral chordotonal neuron, attaches to FeCO lateral tendon"	catmaid_leg40:608817
608833	muscle 93442 (T1LEG:608833)	tibial depressor muscle cell	female organism|prothoracic leg		"femur muscle 5b, tibia flexor muscle fiber, femoral muscle fiber"	catmaid_leg40:608833
608846	neuron 95495 (T1LEG:608846)	mechanosensory neuron of prothoracic femoral chordotonal organ	female organism	prothoracic leg	"sensory neuron, innervates scolopidium 103355, femoral chordotonal neuron, attaches to FeCO lateral tendon"	catmaid_leg40:608846
608861	muscle 93448 (T1LEG:608861)	tibial depressor muscle cell	female organism|prothoracic leg		"femur muscle 5b, tibia flexor muscle fiber, femoral muscle fiber"	catmaid_leg40:608861
608874	neuron 101640 (T1LEG:608874)	prothoracic tibial bristle sensory neuron	female organism	prothoracic leg	"sensory neuron, tibial bristle, leaves volume"	catmaid_leg40:608874
608887	neuron 126216 (T1LEG:608887)	mechanosensory neuron of prothoracic femoral chordotonal organ	female organism	prothoracic leg	"sensory neuron, femoral chordotonal neuron, innervates scolopidium 103399, attaches to FeCO lateral tendon"	catmaid_leg40:608887
608903	neuron 83212 (T1LEG:608903)	prothoracic femoral bristle sensory neuron	female organism	prothoracic leg	"femoral bristle, sensory neuron"	catmaid_leg40:608903
608915	neuron 99598 (T1LEG:608915)	prothoracic femoral bristle sensory neuron	female organism	prothoracic leg	"sensory neuron, femoral bristle"	catmaid_leg40:608915
608927	muscle 93455 (T1LEG:608927)	tibial depressor muscle cell	female organism|prothoracic leg		"femur muscle 5b, tibia flexor muscle fiber, femoral muscle fiber"	catmaid_leg40:608927
608940	neuron 101649 (T1LEG:608940)	prothoracic tibial bristle sensory neuron	female organism	prothoracic leg	"sensory neuron, tibial bristle, leaves volume"	catmaid_leg40:608940
608953	neuron 83219 (T1LEG:608953)	prothoracic femoral bristle sensory neuron	female organism	prothoracic leg	"femoral bristle, sensory neuron"	catmaid_leg40:608953
608965	neuron 95508 (T1LEG:608965)	mechanosensory neuron of prothoracic femoral chordotonal organ	female organism	prothoracic leg	"sensory neuron, innervates scolopidium 103388, femoral chordotonal neuron, attaches to FeCO lateral tendon"	catmaid_leg40:608965
608980	neuron 101657 (T1LEG:608980)	prothoracic tibial bristle sensory neuron	female organism	prothoracic leg	"leaves volume, tibial bristle, sensory neuron"	catmaid_leg40:608980
608993	neuron 83226 (T1LEG:608993)	prothoracic femoral bristle sensory neuron	female organism	prothoracic leg	"femoral bristle, sensory neuron"	catmaid_leg40:608993
609005	neuron 126236 (T1LEG:609005)	mechanosensory neuron of prothoracic femoral chordotonal organ	female organism	prothoracic leg	"sensory neuron, innervates scolopidium 103516, femoral chordotonal neuron, attaches to FeCO lateral tendon"	catmaid_leg40:609005
609020	muscle 93469 (T1LEG:609020)	tibial depressor muscle cell	female organism|prothoracic leg		"femur muscle 5a, innervated by 22A08-Gal4, tibia flexor muscle fiber, femoral muscle fiber"	catmaid_leg40:609020
609036	neuron 95519 (T1LEG:609036)	mechanosensory neuron of prothoracic femoral chordotonal organ	female organism	prothoracic leg	"sensory neuron, innervates scolopidium 103377, femoral chordotonal neuron, attaches to FeCO lateral tendon"	catmaid_leg40:609036
609052	neuron 83232 (T1LEG:609052)	prothoracic femoral bristle sensory neuron	female organism	prothoracic leg	"femoral bristle, sensory neuron"	catmaid_leg40:609052
609064	muscle 214303 (T1LEG:609064)	somatic muscle cell of prothoracic leg	female organism|prothoracic leg		"trochanter muscle 1, trochanteral muscle fiber"	catmaid_leg40:609064
609076	muscle 93475 (T1LEG:609076)	tibial depressor muscle cell	female organism|prothoracic leg		"femur muscle 5a, tibia flexor muscle fiber, femoral muscle fiber"	catmaid_leg40:609076
609089	neuron 95525 (T1LEG:609089)	mechanosensory neuron of prothoracic femoral chordotonal organ	female organism	prothoracic leg	"sensory neuron, innervates scolopidium 103404, femoral chordotonal neuron, attaches to FeCO lateral tendon"	catmaid_leg40:609089
609104	muscle 93481 (T1LEG:609104)	tibial depressor muscle cell	female organism|prothoracic leg		"femur muscle 4, tibia flexor muscle fiber, femoral muscle fiber"	catmaid_leg40:609104
609117	muscle 214313 (T1LEG:609117)	somatic muscle cell of prothoracic leg	female organism|prothoracic leg		"trochanter muscle 1, trochanteral muscle fiber"	catmaid_leg40:609117
609129	neuron 95531 (T1LEG:609129)	mechanosensory neuron of prothoracic femoral chordotonal organ	female organism	prothoracic leg	"sensory neuron, innervates scolopidium 103415, femoral chordotonal neuron, attaches to FeCO lateral tendon"	catmaid_leg40:609129
609144	muscle 93487 (T1LEG:609144)	tibial depressor muscle cell	female organism|prothoracic leg		"femur muscle 4, tibia flexor muscle fiber, femoral muscle fiber"	catmaid_leg40:609144
609157	neuron 95537 (T1LEG:609157)	mechanosensory neuron of prothoracic femoral chordotonal organ	female organism	prothoracic leg	"sensory neuron, innervates scolopidium 103399, femoral chordotonal neuron, attaches to FeCO lateral tendon"	catmaid_leg40:609157
609172	muscle 214322 (T1LEG:609172)	somatic muscle cell of prothoracic leg	female organism|prothoracic leg		"trochanter muscle 1, trochanteral muscle fiber"	catmaid_leg40:609172
609184	muscle 214331 (T1LEG:609184)	somatic muscle cell of prothoracic leg	female organism|prothoracic leg		"trochanter muscle 1, trochanteral muscle fiber"	catmaid_leg40:609184
609196	neuron 95555 (T1LEG:609196)	mechanosensory neuron of prothoracic femoral chordotonal organ	female organism	prothoracic leg	"sensory neuron, innervates scolopidium 103394, femoral chordotonal neuron, attaches to FeCO lateral tendon"	catmaid_leg40:609196
609211	neuron 95584 (T1LEG:609211)	mechanosensory neuron of prothoracic femoral chordotonal organ	female organism	prothoracic leg	"sensory neuron, innervates scolopidium 103476, femoral chordotonal neuron, attaches to FeCO lateral tendon"	catmaid_leg40:609211
609226	coxal stretch receptor (T1LEG:609226)	stretch receptor neuron of prothoracic coxa-trochanter joint	female organism|prothoracic leg		"ventral nerve, coxal stretch receptor, sensory neuron, minor sensory neuron type"	catmaid_leg40:609226
609242	neuron 81256 (T1LEG:609242)	mechanosensory neuron of prothoracic trochanter campaniform sensillum Sc-8	female organism	prothoracic leg	"TrCS8, sensory neuron, trochanteral campaniform sensillum, Neuron 81475"	catmaid_leg40:609242
609260	neuron 95600 (T1LEG:609260)	mechanosensory neuron of prothoracic femoral chordotonal organ	female organism	prothoracic leg	"sensory neuron, innervates scolopidium 103420, femoral chordotonal neuron, attaches to FeCO lateral tendon"	catmaid_leg40:609260
609275	neuron 95606 (T1LEG:609275)	mechanosensory neuron of prothoracic femoral chordotonal organ	female organism	prothoracic leg	"sensory neuron, innervates scolopidium 103511, femoral chordotonal neuron, attaches to FeCO lateral tendon"	catmaid_leg40:609275
609291	neuron 95612 (T1LEG:609291)	mechanosensory neuron of prothoracic femoral chordotonal organ	female organism	prothoracic leg	"sensory neuron, innervates scolopidium 103466, femoral chordotonal neuron, attaches to FeCO lateral tendon"	catmaid_leg40:609291
609306	tibia flexor tendon (T1LEG:609306)	tibial depressor tendon	female organism|prothoracic leg		tibia flexor tendon	catmaid_leg40:609306
609318	neuron 95623 (T1LEG:609318)	mechanosensory neuron of prothoracic femoral chordotonal organ	female organism	prothoracic leg	"sensory neuron, innervates scolopidium 103481, femoral chordotonal neuron, attaches to FeCO lateral tendon"	catmaid_leg40:609318
609334	neuron 95629 (T1LEG:609334)	mechanosensory neuron of prothoracic femoral chordotonal organ	female organism	prothoracic leg	"sensory neuron, innervates scolopidium 103496, femoral chordotonal neuron, attaches to FeCO lateral tendon"	catmaid_leg40:609334
609350	neuron 95635 (T1LEG:609350)	mechanosensory neuron of prothoracic femoral chordotonal organ	female organism	prothoracic leg	"sensory neuron, innervates scolopidium 103491, femoral chordotonal neuron, attaches to FeCO lateral tendon"	catmaid_leg40:609350
609365	neuron 95642 (T1LEG:609365)	mechanosensory neuron of prothoracic femoral chordotonal organ	female organism	prothoracic leg	"sensory neuron, innervates scolopidium 103450, femoral chordotonal neuron, attaches to FeCO lateral tendon"	catmaid_leg40:609365
609381	neuron 95648 (T1LEG:609381)	mechanosensory neuron of prothoracic femoral chordotonal organ	female organism	prothoracic leg	"sensory neuron, innervates scolopidium 103471, femoral chordotonal neuron, attaches to FeCO lateral tendon"	catmaid_leg40:609381
609397	neuron 95654 (T1LEG:609397)	mechanosensory neuron of prothoracic femoral chordotonal organ	female organism	prothoracic leg	"sensory neuron, innervates scolopidium 103461, femoral chordotonal neuron, attaches to FeCO lateral tendon"	catmaid_leg40:609397
609412	neuron 95661 (T1LEG:609412)	mechanosensory neuron of prothoracic femoral chordotonal organ	female organism	prothoracic leg	"sensory neuron, innervates scolopidium 103445, femoral chordotonal neuron, attaches to FeCO lateral tendon"	catmaid_leg40:609412
609428	neuron 95790 (T1LEG:609428)	mechanosensory neuron of prothoracic femoral chordotonal organ	female organism	prothoracic leg	"sensory neuron, innervates scolopidium 103455, femoral chordotonal neuron, attaches to FeCO lateral tendon"	catmaid_leg40:609428
609443	neuron 95796 (T1LEG:609443)	mechanosensory neuron of prothoracic femoral chordotonal organ	female organism	prothoracic leg	"sensory neuron, innervates scolopidium 103440, femoral chordotonal neuron, attaches to FeCO lateral tendon"	catmaid_leg40:609443
609458	neuron 95802 (T1LEG:609458)	mechanosensory neuron of prothoracic femoral chordotonal organ	female organism	prothoracic leg	"sensory neuron, innervates scolopidium 103486, femoral chordotonal neuron, attaches to FeCO lateral tendon"	catmaid_leg40:609458
609473	tibia extensor tendon (T1LEG:609473)	tibial levator tendon	female organism|prothoracic leg		tibia extensor tendon	catmaid_leg40:609473
609485	neuron 95808 (T1LEG:609485)	mechanosensory neuron of prothoracic femoral chordotonal organ	female organism	prothoracic leg	"sensory neuron, innervates scolopidium 103425, femoral chordotonal neuron, attaches to FeCO lateral tendon"	catmaid_leg40:609485
609501	neuron 83526 (T1LEG:609501)	mechanosensory neuron of prothoracic tibial campaniform sensillum Sc2	female organism	prothoracic leg	"TiCSd2, tibial campaniform sensillum, sensory neuron"	catmaid_leg40:609501
609517	neuron 95815 (T1LEG:609517)	mechanosensory neuron of prothoracic femoral chordotonal organ	female organism	prothoracic leg	"sensory neuron, innervates scolopidium 103435, femoral chordotonal neuron, attaches to FeCO lateral tendon"	catmaid_leg40:609517
609533	neuron 83532 (T1LEG:609533)	mechanosensory neuron of prothoracic tibial campaniform sensillum Sc2	female organism	prothoracic leg	"TiCSd2, tibial campaniform sensillum, sensory neuron"	catmaid_leg40:609533
609547	muscle 93773 (T1LEG:609547)	tibial depressor muscle cell	female organism|prothoracic leg		"femur muscle 4, tibia flexor muscle fiber, femoral muscle fiber"	catmaid_leg40:609547
609560	neuron 95821 (T1LEG:609560)	mechanosensory neuron of prothoracic femoral chordotonal organ	female organism	prothoracic leg	"sensory neuron, innervates scolopidium 103430, femoral chordotonal neuron, attaches to FeCO lateral tendon"	catmaid_leg40:609560
609576	muscle 93779 (T1LEG:609576)	tibial depressor muscle cell	female organism|prothoracic leg		"femur muscle 4, tibia flexor muscle fiber, femoral muscle fiber"	catmaid_leg40:609576
609589	neuron 95827 (T1LEG:609589)	mechanosensory neuron of prothoracic femoral chordotonal organ	female organism	prothoracic leg	"sensory neuron, innervates scolopidium 103430, femoral chordotonal neuron, attaches to FeCO lateral tendon"	catmaid_leg40:609589
609604	muscle 93785 (T1LEG:609604)	tibial depressor muscle cell	female organism|prothoracic leg		"femur muscle 4, tibia flexor muscle fiber, femoral muscle fiber"	catmaid_leg40:609604
609617	muscle 93791 (T1LEG:609617)	tibial depressor muscle cell	female organism|prothoracic leg		"femur muscle 5a, tibia flexor muscle fiber, femoral muscle fiber"	catmaid_leg40:609617
